rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
11,arxiv:2509.13534v1,Embracing Bulky Objects with Humanoid Robots: Whole-Body Manipulation with Reinforcement Learning,2025,arXiv,http://arxiv.org/abs/2509.13534v1,Addresses humanoid whole-body manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid whole body affordance debt keeps action-critical alternatives explicit until a physical observation collapses them.
12,arxiv:2506.09366v1,SkillBlender: Towards Versatile Humanoid Whole-Body Loco-Manipulation via Skill Blending,2025,arXiv,http://arxiv.org/abs/2506.09366v1,Addresses humanoid whole-body manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid whole body affordance debt keeps action-critical alternatives explicit until a physical observation collapses them.
13,doi:10.1109/lra.2021.3095318,Self-Body Image Acquisition and Posture Generation with Redundancy using Musculoskeletal Humanoid Shoulder Complex for Object Manipulation,2024,arXiv,http://arxiv.org/abs/2411.06320v1,Addresses humanoid whole-body manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid whole body affordance debt keeps action-critical alternatives explicit until a physical observation collapses them.
14,arxiv:2502.17219v2,Humanoid Whole-Body Locomotion on Narrow Terrain via Dynamic Balance and Reinforcement Learning,2025,arXiv,http://arxiv.org/abs/2502.17219v2,Addresses humanoid whole-body manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid whole body affordance debt keeps action-critical alternatives explicit until a physical observation collapses them.
15,arxiv:2604.07993v2,HEX: Humanoid-Aligned Experts for Cross-Embodiment Whole-Body Manipulation,2026,arXiv,http://arxiv.org/abs/2604.07993v2,Addresses humanoid whole-body manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid whole body affordance debt keeps action-critical alternatives explicit until a physical observation collapses them.
16,arxiv:2510.05070v2,ResMimic: From General Motion Tracking to Humanoid Whole-body Loco-Manipulation via Residual Learning,2025,arXiv,http://arxiv.org/abs/2510.05070v2,Addresses humanoid whole-body manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid whole body affordance debt keeps action-critical alternatives explicit until a physical observation collapses them.
17,arxiv:2502.03206v3,A Unified and General Humanoid Whole-Body Controller for Versatile Locomotion,2025,arXiv,http://arxiv.org/abs/2502.03206v3,Addresses humanoid whole-body manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid whole body affordance debt keeps action-critical alternatives explicit until a physical observation collapses them.
18,arxiv:2506.22827v3,Hierarchical Vision-Language Planning for Multi-Step Humanoid Manipulation,2025,arXiv,http://arxiv.org/abs/2506.22827v3,Addresses humanoid whole-body manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid whole body affordance debt keeps action-critical alternatives explicit until a physical observation collapses them.
19,doi:10.3390/app8102005,Real-Time Whole-Body Imitation by Humanoid Robots and Task-Oriented Teleoperation Using an Analytical Mapping Method and Quantitative Evaluation,2018,Applied Sciences,https://doi.org/10.3390/app8102005,Addresses humanoid whole-body manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid whole body affordance debt keeps action-critical alternatives explicit until a physical observation collapses them.
20,doi:10.15607/rss.2024.xx.061,HumanoidBench: Simulated Humanoid Benchmark for Whole-Body Locomotion and Manipulation,2024,Robotics: Science and Systems XX,https://doi.org/10.15607/rss.2024.xx.061,Addresses humanoid whole-body manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid whole body affordance debt keeps action-critical alternatives explicit until a physical observation collapses them.
21,arxiv:2403.10506v2,HumanoidBench: Simulated Humanoid Benchmark for Whole-Body Locomotion and Manipulation,2024,arXiv,http://arxiv.org/abs/2403.10506v2,Addresses humanoid whole-body manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid whole body affordance debt keeps action-critical alternatives explicit until a physical observation collapses them.
22,arxiv:2603.14327v1,"OmniClone: Engineering a Robust, All-Rounder Whole-Body Humanoid Teleoperation System",2026,arXiv,http://arxiv.org/abs/2603.14327v1,Addresses humanoid whole-body manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid whole body affordance debt keeps action-critical alternatives explicit until a physical observation collapses them.
23,arxiv:2506.12779v3,From Experts to a Generalist: Toward General Whole-Body Control for Humanoid Robots,2025,arXiv,http://arxiv.org/abs/2506.12779v3,Addresses humanoid whole-body manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid whole body affordance debt keeps action-critical alternatives explicit until a physical observation collapses them.
24,arxiv:2602.11929v1,General Humanoid Whole-Body Control via Pretraining and Fast Adaptation,2026,arXiv,http://arxiv.org/abs/2602.11929v1,Addresses humanoid whole-body manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid whole body affordance debt keeps action-critical alternatives explicit until a physical observation collapses them.
25,doi:10.7454/oemji.v2i2.1073,Evidence-Based Case Report: Combined Exposure Whole Body Vibration and Noise in Worker’s Hearing Loss,2024,e-Occupational and Environmental Medicine Journal of Indonesia,https://doi.org/10.7454/oemji.v2i2.1073,Addresses humanoid whole-body manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid whole body affordance debt keeps action-critical alternatives explicit until a physical observation collapses them.
26,arxiv:2606.03297v1,SplitAdapter: Load-Aware Humanoid Loco-Manipulation via Factorized Adaptation,2026,arXiv,http://arxiv.org/abs/2606.03297v1,Addresses humanoid whole-body manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid whole body affordance debt keeps action-critical alternatives explicit until a physical observation collapses them.
27,doi:10.1109/humanoids.2018.8624917,Whole-Body Posture Evaluation and Modification for Crane-Less Servo-Off Operation of Life-Sized Humanoid Robot,2018,2018 IEEE-RAS 18th International Conference on Humanoid Robots (Humanoids),https://doi.org/10.1109/humanoids.2018.8624917,Addresses humanoid whole-body manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid whole body affordance debt keeps action-critical alternatives explicit until a physical observation collapses them.
28,arxiv:2603.10675v1,Cybo-Waiter: A Physical Agentic Framework for Humanoid Whole-Body Locomotion-Manipulation,2026,arXiv,http://arxiv.org/abs/2603.10675v1,Addresses humanoid whole-body manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid whole body affordance debt keeps action-critical alternatives explicit until a physical observation collapses them.
29,arxiv:2505.19463v1,SMAP: Self-supervised Motion Adaptation for Physically Plausible Humanoid Whole-body Control,2025,arXiv,http://arxiv.org/abs/2505.19463v1,Addresses humanoid whole-body manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid whole body affordance debt keeps action-critical alternatives explicit until a physical observation collapses them.
30,arxiv:2506.08931v2,CLONE: Closed-Loop Whole-Body Humanoid Teleoperation for Long-Horizon Tasks,2025,arXiv,http://arxiv.org/abs/2506.08931v2,Addresses humanoid whole-body manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid whole body affordance debt keeps action-critical alternatives explicit until a physical observation collapses them.
31,arxiv:2511.07820v3,SONIC: Supersizing Motion Tracking for Natural Humanoid Whole-Body Control,2025,arXiv,http://arxiv.org/abs/2511.07820v3,Addresses humanoid whole-body manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid whole body affordance debt keeps action-critical alternatives explicit until a physical observation collapses them.
32,arxiv:2602.02960v2,Embodiment-Aware Generalist Specialist Distillation for Unified Humanoid Whole-Body Control,2026,arXiv,http://arxiv.org/abs/2602.02960v2,Addresses humanoid whole-body manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid whole body affordance debt keeps action-critical alternatives explicit until a physical observation collapses them.
33,arxiv:2506.14278v2,Whole-Body Control Framework for Humanoid Robots with Heavy Limbs: A Model-Based Approach,2025,arXiv,http://arxiv.org/abs/2506.14278v2,Addresses humanoid whole-body manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid whole body affordance debt keeps action-critical alternatives explicit until a physical observation collapses them.
34,doi:10.1109/icra.2018.8461087,Affordance-Based Multi-Contact Whole-Body Pose Sequence Planning for Humanoid Robots in Unknown Environments,2018,2018 IEEE International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra.2018.8461087,Addresses humanoid whole-body manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid whole body affordance debt keeps action-critical alternatives explicit until a physical observation collapses them.
35,doi:10.1080/0886022x.2024.2336128,Adenine-induced animal model of chronic kidney disease: current applications and future perspectives,2024,Renal Failure,https://doi.org/10.1080/0886022x.2024.2336128,Addresses humanoid whole-body manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid whole body affordance debt keeps action-critical alternatives explicit until a physical observation collapses them.
36,doi:10.3390/app8020278,Bio-Inspired Optimal Control Framework to Generate Walking Motions for the Humanoid Robot iCub Using Whole Body Models,2018,Applied Sciences,https://doi.org/10.3390/app8020278,Addresses humanoid whole-body manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid whole body affordance debt keeps action-critical alternatives explicit until a physical observation collapses them.
37,arxiv:2604.12509v1,Whole-Body Mobile Manipulation using Offline Reinforcement Learning on Sub-optimal Controllers,2026,arXiv,http://arxiv.org/abs/2604.12509v1,Addresses humanoid whole-body manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid whole body affordance debt keeps action-critical alternatives explicit until a physical observation collapses them.
38,arxiv:2506.13751v3,LeVERB: Humanoid Whole-Body Control with Latent Vision-Language Instruction,2025,arXiv,http://arxiv.org/abs/2506.13751v3,Addresses humanoid whole-body manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid whole body affordance debt keeps action-critical alternatives explicit until a physical observation collapses them.
39,arxiv:2507.07356v3,UniTracker: Learning Universal Whole-Body Motion Tracker for Humanoid Robots,2025,arXiv,http://arxiv.org/abs/2507.07356v3,Addresses humanoid whole-body manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid whole body affordance debt keeps action-critical alternatives explicit until a physical observation collapses them.
40,doi:10.1109/lra.2023.3334677,Dynamic Mobile Manipulation via Whole-Body Bilateral Teleoperation of a Wheeled Humanoid,2024,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2023.3334677,Addresses humanoid whole-body manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid whole body affordance debt keeps action-critical alternatives explicit until a physical observation collapses them.
41,doi:10.1109/lra.2025.3620620,Opt2Skill: Imitating Dynamically-Feasible Whole-Body Trajectories for Versatile Humanoid Loco-Manipulation,2025,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2025.3620620,Addresses humanoid whole-body manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid whole body affordance debt keeps action-critical alternatives explicit until a physical observation collapses them.
42,arxiv:2307.01350v1,Dynamic Mobile Manipulation via Whole-Body Bilateral Teleoperation of a Wheeled Humanoid,2023,arXiv,http://arxiv.org/abs/2307.01350v1,Addresses humanoid whole-body manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid whole body affordance debt keeps action-critical alternatives explicit until a physical observation collapses them.
43,doi:10.1299/jsmermd.2021.1a1-d07,Actual Machine Learning of Self-Body Image for Object Manipulation and Posture Generation with Redundancy in Musculoskeletal Humanoid Shoulder Complex,2021,The Proceedings of JSME annual Conference on Robotics and Mechatronics (Robomec),https://doi.org/10.1299/jsmermd.2021.1a1-d07,Addresses humanoid whole-body manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid whole body affordance debt keeps action-critical alternatives explicit until a physical observation collapses them.
44,doi:10.1186/s40945-022-00135-4,The Stoop-Squat-Index: a simple but powerful measure for quantifying whole-body lifting behavior,2022,Archives of Physiotherapy,https://doi.org/10.1186/s40945-022-00135-4,Addresses humanoid whole-body manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid whole body affordance debt keeps action-critical alternatives explicit until a physical observation collapses them.
45,doi:10.1177/02783649221120029,"Constraint-consistent task-oriented whole-body robot formulation: Task, posture, constraints, multiple contacts, and balance",2022,The International Journal of Robotics Research,https://doi.org/10.1177/02783649221120029,Addresses humanoid whole-body manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid whole body affordance debt keeps action-critical alternatives explicit until a physical observation collapses them.
46,doi:10.20944/preprints201808.0430.v1,Real-Time Whole-Body Imitation by Humanoid Robots and Task-Oriented Teleoperation Using an Analytical Mapping Method and Quantitative Evaluation,,,https://doi.org/10.20944/preprints201808.0430.v1,Addresses humanoid whole-body manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid whole body affordance debt keeps action-critical alternatives explicit until a physical observation collapses them.
47,arxiv:2406.06005v2,WoCoCo: Learning Whole-Body Humanoid Control with Sequential Contacts,2024,arXiv,http://arxiv.org/abs/2406.06005v2,Addresses humanoid whole-body manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Humanoid whole body affordance debt keeps action-critical alternatives explicit until a physical observation collapses them.
